title,location,snippet,salary,source,type,link,company,updated,id,Country
Data Capture Analyst,"Herndon, VA","<b>Data </b>Capture <b>Analyst </b>Location Herndon, VA :  Yakshna Solutions Inc. (YSI) has an immediate need for a Market Analyst or Growth Analyst to support our Business Development and Proposal Team. The Market Analyst or Growth Analyst will strategically collaborate with “YSI”...&nbsp;",,us.edajobs.com,Full-time,https://jooble.org/jdp/-5126993481928791779,"Yakshna Solutions, Inc.(YSI)",2025-04-14T00:00:00.0000000,-5126993481928791779,USA
Care data analyst,"Madison, WI","&nbsp;...Introduction  
  
 The Department of Health Services (DHS), Division of Medicaid Services (DMS), is recruiting for a Managed Care <b>Data Analyst </b>in the Bureau of Programs & Policy (BPP). 
 As an employee of the State of Wisconsin, you'll also have access to an amazing...&nbsp;",,jobs.institutedata.com,Full-time,https://jooble.org/jdp/-13842848246228088,State of Wisconsin,2025-04-14T04:21:04.3799677+00:00,-13842848246228088,USA
Data Analyst,"Peabody, MA","&nbsp;...Position Overview  Barton Associates is seeking a  <b>Data Analyst </b> to support business intelligence initiatives, enhance data quality, and explore AI and machine learning applications. This role involves working with stakeholders to develop reports, optimize data processes...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/4777744519459016796,Barton Associates Inc.,2025-03-21T09:37:49.9100000,4777744519459016796,USA
Staff data analyst,"Boise, ID","&nbsp;...transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever. 
 As a <b>Data </b>Governance <b>Analyst </b>in Micron’s Enterprise Master Data (EMD) team, you’ll define and oversee the policies that govern our master data, as well...&nbsp;",,jobs.institutedata.com,Full-time,https://jooble.org/jdp/-3504482650861906746,Micron Technology,2025-04-14T04:36:54.7412832+00:00,-3504482650861906746,USA
"Data Analyst 

 POST NUMBER: 442111","Charlotte, NC","&nbsp;...We are seeking a  <b>Data Analyst </b> to join our team. This role involves working closely with rate audit, development, engineering, and rating support teams to support and enhance both on-premises and cloud-hosted rating systems. Key responsibilities include data analysis...&nbsp;",$41 - $57 per hour,vaco.com,,https://jooble.org/jdp/-2728000424251004659,,2025-04-15T06:35:49.1992610+00:00,-2728000424251004659,USA
Data analyst,"New York, NY","&nbsp;...Aon is looking for a <b>Data </b>Analytics <b>Analyst </b>to join the Aon Inpoint Strategic Engagement team, hybrid in either Chicago, IL or New York City! 
 Aon Inpoint is a leading global strategy consulting firm focused exclusively on the insurance industry. We partner with our...&nbsp;",,jobs.institutedata.com,Full-time,https://jooble.org/jdp/5473635302814282739,Aon,2025-04-15T05:20:04.7309924+00:00,5473635302814282739,USA
Data Analyst II,"Boston, MA","&nbsp;...~ Ability to communicate in English fluently 

~ Strong analytical and problem-solving skills with the ability to manipulate <b>data </b>sets to identify patterns and insights, and derive actionable strategies 

~ Skilled in data storytelling and crafting impactful presentations...&nbsp;",,womentech.net,,https://jooble.org/jdp/-84998092764007128,Criteo,2025-04-09T18:52:18.1270000,-84998092764007128,USA
DATA ANALYST,"New York, NY","We are looking to hire a <b>data analyst </b>to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/8680297673628152889,Highest Cash Offer,2025-04-15T13:06:51.6528729+00:00,8680297673628152889,USA
Data Analyst,"Oklahoma City, OK","&nbsp;...<b>Data Analyst </b>
 We are seeking a detail-oriented and analytical Data Analyst to join our team. In this role, you will work with large datasets of leads, applying your strong analytical skills to uncover trends and insights from both operational and financial perspectives...&nbsp;",,breezy.hr,Full-time,https://jooble.org/jdp/797826212028612508,Quintessa Marketing,2025-04-01T00:00:00.0000000,797826212028612508,USA
"Senior Vice President, Data Transformation - Senior Business/Data Analyst Lead - C14","Tampa, FL","&nbsp;...enable growth and progress together. 

 Overview of the Enterprise <b>Data </b>Office Organization: 
 Accelerating progress on our data...&nbsp;&nbsp;...consultancy-style team of Technical Product Managers, Business <b>Analysts,</b> and Data Analysts that are deployed to varying projects across...&nbsp;",,citi.com,Full-time,https://jooble.org/jdp/-5866579356916205568,,2025-04-02T06:45:39.8926978+00:00,-5866579356916205568,USA
Data and Reporting Analyst,"Elkridge, MD","<b>Data </b>and Reporting <b>Analyst</b>


Elite Technical is seeking a Data and Reporting Analyst to support our Healthcare customer. The selected candidate will be responsible for compiling claims and member data, analyzing files for accuracy, and creating reports (via Power BI...&nbsp;",, Elite Technical ,Full-time,https://jooble.org/jdp/-906806704217006978, Elite Technical ,2025-03-18T00:00:00.0000000,-906806704217006978,USA
Data Analyst,"Glen Allen, VA","&nbsp;...Position: <b>Data Analyst </b> 
  Location: Glen Allen, VA  
  Type: Contract  
  Rate: $Open 

 Responsibilities: 
· Develops, tests and maintains code using software development methodology and appropriate technologies for the system being used. 
· Works closely with...&nbsp;",,swooped.co,,https://jooble.org/jdp/-4069578925281572134,Two95 International Inc.,2025-03-14T16:18:20.6170000,-4069578925281572134,USA
DA2 Data Analyst,Remote,"&nbsp;...IV.AI  is looking for a <b>Data Analyst </b>to join and help perform data analysis on diverse datasets and machine learning model outputs for large enterprise clients and for internal initiatives and products. The ideal candidate should be helpful, responsive, dependable, and...&nbsp;",$50k - $80k,swooped.co,,https://jooble.org/jdp/306331244420554084,IV.AI,2025-03-14T16:24:25.3470000,306331244420554084,USA
Data Analyst IV,"Bellevue, WA","&nbsp;...Supply Chain <b>Data Analyst </b>

 WA-Bellevue 

 Hybrid – 3 days a week in office 

 Must have- Ability to work with data using SQL, some knowledge of how inventory interacts with demand and supply, ability to quickly learn and use PowerBI, ability to run pre-created...&nbsp;",,zoho.com,Temporary,https://jooble.org/jdp/-982172655834777356,Arrowminds,2025-03-21T00:00:00.0000000,-982172655834777356,USA
Data Analyst,"North Chicago, IL","Location: North Chicago IL
Duration: 12+ Months
                  
QUALIFICATIONS: Experience in <b>data </b>analysis with strong SQL Background and need to have strong analytical skills. 
 Excellent interpersonal, verbal and written communications skills. Ability to facilitate...&nbsp;",,FPM Technologies,,https://jooble.org/jdp/4851121939824714021,FPM Technologies,2025-02-16T03:40:04.0630000,4851121939824714021,USA
Data Analyst,Washington DC,"Description:  Responsibilities: 
1. Interfaces, independently, with high level stakeholders via meetings, emails, and phone calls to manage <b>data </b>projects. Gather and document requirements; and to gather sample data throughout all phases of the project to ensure data quality....&nbsp;",,jobscore.com,Full-time,https://jooble.org/jdp/4531333277919155447,The Global Excellence Consulting Group,2025-04-09T15:57:10.2852723+00:00,4531333277919155447,USA
Data Analyst,"Helena, MT","&nbsp;...client, ASM Research, An Accenture Federal Services Company, is seeking professionals in Helena, MT. Apply via Lensa today!
 The <b>Data Analyst </b>is part of a Data Engineering Team and has a deep understanding of data modeling principles, advanced SQL skills, and a diverse...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/3455275863403270445,Lensa,2025-03-31T21:43:13.0430000,3455275863403270445,USA
Data Analyst II,"Cupertino, CA","&nbsp;...Job Title: <b>Data Analyst,</b> Retail Marketing and Engagement 
 Company Overview 
 We are seeking an experienced and proactive Data Analyst to join a dynamic Retail Marketing and Engagement team. In this role, you will be responsible for building dashboards and reporting...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/-5594649231183527422,Mathys+Potestio / The Creative Party,2025-04-02T00:00:00.0000000,-5594649231183527422,USA
Data Analyst,"Arlington, VA","&nbsp;...everyone can grow and thrive. 
 This position is not eligible for Visa Sponsorship. 
 We are seeking a self-driven and proactive <b>Data Analyst </b>who excels in managing processes from start to finish, leveraging technology to optimize systems and processes. This individual...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/-1859717831956553337,Nestlé,2025-04-02T17:40:59.2830000,-1859717831956553337,USA
Data Analyst II - Secret Security Clearance,"Newtown Square, PA","&nbsp;...Position Title  <b>Data Analyst </b>II 
 Work Location 
 Newtown Square, PA 
 Position Description 
 The Data Analyst will provide analysis for the US Army Reserve Medical Command. They will analyze maintenance data information in the Global Combat Support System (GCSS-Army...&nbsp;",,hiringthing.com,,https://jooble.org/jdp/-6643451185136620101,"Lumbee Holdings, Inc",2025-04-03T00:35:15.6130000,-6643451185136620101,USA
"DATA ANALYST, Global Development Policy Center","Boston, MA",&nbsp;...The Global China Initiative (GCI) at the Boston University Global Development Policy (GDP) Center seeks a skilled <b>Data Analyst </b>with a strong background in China's involvement in international development to join the Data Analysis for Transparency and Accountability (D...&nbsp;,,bu.edu,Full-time,https://jooble.org/jdp/-4680155074198556433,Boston University,2024-10-30T00:00:00.0000000,-4680155074198556433,USA
Data Analyst Sr - Contractor,"Pittsburgh, PA","&nbsp;...Position Tittle: Sr <b>Data Analyst </b>(150932-1)
 Duration : Contract  to Hire 
 Primary Location: Pittsburgh PA 
 Years of Experience: 10+ years applicable experience required 
***For immediate consideration, you can email me directly at   ****@*****.***....&nbsp;",,jobs.systemone.com,Temporary,https://jooble.org/jdp/3299340851887675412,System One,2025-04-01T14:18:10.6570000,3299340851887675412,USA
Data Analyst,"Norwalk, CT","&nbsp;...HomeServe, you’re part of a growing team that’s working to make home repairs and improvements easy. 
 Position Overview 
 The <b>Data Analyst </b>bridges business goals and technical solutions by gathering, documenting, and analyzing requirements. They work closely with SMEs...&nbsp;",$98.68k,snapjobsearch.com,,https://jooble.org/jdp/4540102948529849866,HomeServe USA,2025-03-22T20:18:09.2330000,4540102948529849866,USA
Data Science Analyst-Orthopedic Surgery,"Rochester, MN","&nbsp;...applications using artificial intelligence in the clinical setting.  <b>Data </b>Scientists within OSTEO will have the opportunity to work within...&nbsp;&nbsp;...) to implement projects with clinical impact. 
 Data Science <b>Analysts </b>for this position will: 
~ Participate in multidisciplinary...&nbsp;",,jobs.mayoclinic.org,Full-time,https://jooble.org/jdp/4616276655869423638,Mayo Clinic,2025-03-31T00:00:00.0000000,4616276655869423638,USA
"Data Analyst, Customer Success",Arizona,"&nbsp;.... 


 JOB DESCRIPTION SUMMARY 
 Design, build, and deploy <b>data </b>models from internal and external data sets to find opportunities...&nbsp;&nbsp;...processes. Works closely with Line of Business Owners, Business <b>Analysts,</b> Data Stewards, Data Architects, and Developers to create insights...&nbsp;",,jobs.greystar.com,,https://jooble.org/jdp/5886080034819676188,Greystar,2025-04-09T15:02:13.2030000,5886080034819676188,USA
SAP Data Analyst (Contract),"Irving, TX","&nbsp;...Please find the full job description below and reply with your updated resume if you are interested… 
  
  Position: SAP <b>Data Analyst </b> 
  Location: Irving, TX  
  Duration: Contract (1+ Year) 
  Rate: $Open  
  
  Job Description:  
  
  It should be a  SAP Data...&nbsp;",,workable.com,Temporary,https://jooble.org/jdp/-6411455754722004547,Two95 International Inc.,2025-04-02T00:06:51.6600000,-6411455754722004547,USA
Staff Data Analyst,Oregon State,"&nbsp;...investors include Andreessen Horowitz, Viking Global Investors, AlleyCorp, and SV Angel. 
 What we hope you can do... 
 As a Staff <b>Data Analyst </b>at Pearl, you'll be instrumental in building robust data analytics infrastructure and driving data-informed decisions that...&nbsp;",$160k - $180k,swooped.co,,https://jooble.org/jdp/-8836157497425332855,Pearl Health,2025-04-01T19:38:47.0970000,-8836157497425332855,USA
Data Entry Analyst,"Tampa, FL","&nbsp;...Looking for a detail-oriented and organized <b>Data </b>Entry <b>Analyst </b>to support our daily operations and ensure smooth office management.  The Role 
  You will be responsible for :   
 Handling data entry tasks and collating and updating information in to the system. 
 Assisting...&nbsp;",$30.2k,careers.snaphunt.com,Full-time,https://jooble.org/jdp/8695394349837176248,Guardian Angel Research Center,2025-04-04T00:00:00.0000000,8695394349837176248,USA
Data Analyst for mortgage domain,United States,"&nbsp;...RiskSpan 
RiskSpan is a leading source of analytics, modeling, <b>data </b>and risk management solutions for the Consumer and Institutional...&nbsp;&nbsp;...technology domains.
Position Overview
We are seeking a Reporting <b>Analyst </b>with expertise in Power BI and a strong background in...&nbsp;",,RiskSpan,,https://jooble.org/jdp/3963283843721196174,RiskSpan,2025-04-02T03:57:24.0130000,3963283843721196174,USA
Health Data Analyst Senior/UKHC | University of Kentucky,"Lexington, KY","&nbsp;...will assign international classification of disease codes and/or  PCS  codes to all specialties of hospital inpatient visits; abstract <b>data </b>from the medical record and apply appropriate  ICD -10-CM and  ICD -10- PCS  codes for billing, reporting, research and regulatory...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/-8548349044051005971,University of Kentucky,2025-03-27T00:00:00.0000000,-8548349044051005971,USA
"Sr. Data Analyst - Graduate Systems, Reporting and Assessment | Johns Hopkins University","Baltimore, MD","&nbsp;...The Office of Graduate Education and Postdoctoral Training in KSAS is seeking a  Sr. <b>Data Analyst,</b> Graduate, Systems, Reporting and Assessment  . Reporting to the Director of Graduate Affairs, this position is responsible for leading the development and delivery of...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/2647578748947698568,Johns Hopkins University,2025-03-24T00:00:00.0000000,2647578748947698568,USA
Data Analyst,"Atlanta, GA","&nbsp;...today!
 Position Overview 
 As part of the Supply Chain Service <b>Data </b>& Analytics Capabilities Team that deliver Analytical Products/...&nbsp;&nbsp;.... 
 We are looking for a hands on data and visualization <b>Analyst </b>who can help with product development and support operations. You...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/2951557491589349189,Lensa,2025-04-01T00:00:00.0000000,2951557491589349189,USA
Data Analyst - MLOps,"Strongsville, OH","&nbsp;...Our client, CGI Technologies and Solutions, Inc., is seeking professionals in Strongsville, OH. Apply via Lensa today!
 MLOps <b>Data Analyst </b>
 Category:  Business Consulting, Strategy and Digital Transformation 
 Main location:  United States, Ohio, Strongsville 
 Alternate...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/-8224204895736982894,Lensa,2025-03-28T03:58:41.2330000,-8224204895736982894,USA
Data Analyst,"Dayton, OH",The  <b>Data Analyst </b>will work with a team to provide high-quality service to our customer in managing the logistics IT portfolio of systems. This role is responsible for the execution of data management activities within the areas of data quality and data asset management...&nbsp;,,snapjobsearch.com,,https://jooble.org/jdp/7735213085819141221,Diné Development Corporation,2025-04-09T12:54:46.7433010+00:00,7735213085819141221,USA
Data Analyst III - Request #35723103,"Columbia, SC","&nbsp;...government contracts. We operate one of the most sophisticated <b>data </b>processing centers in the Southeast. We also have a diverse family...&nbsp;&nbsp;...same philosophy, consider joining our team!
 Job Title:  Data <b>Analyst </b>III 
 Position Details: 
 Required Education: Bachelor's degree...&nbsp;",$30 per hour,willhire.co,Temporary,https://jooble.org/jdp/1238732079541439183,BlueCross BlueShield of South Carolina,2025-03-28T21:48:37.3870000,1238732079541439183,USA
Sr. Data Warehouse Analyst,"Tampa, FL","&nbsp;...daycare, tuition reimbursement, and an onsite fitness facility. 
 Things you need to have: 
-Eight (8) years of hands on operations <b>data </b>warehouse technology experience with storage infrastructure, data networks and server clustering and server virtualization 
-Six (6...&nbsp;",,catsone.com,,https://jooble.org/jdp/1055445653558850207,Global Placement Firm,2025-04-08T00:00:00.0000000,1055445653558850207,USA
Talent Management Solutions Data Analyst,"New York, NY","&nbsp;...The <b>Data Analyst </b>conducts analysis and reporting in support of business operations, special projects/initiatives and strategic and operation planning activities of the Talent Management department, as well as contributes to development of new processes or procedures for...&nbsp;",,topechelon.com,Full-time,https://jooble.org/jdp/-2440970430679282336,"SourcePro Search, LLC",2025-02-26T12:22:59.4100000,-2440970430679282336,USA
Data Analyst,"Saint Paul, MN","&nbsp;...Title   <b>Data Analyst </b> 
    Location   Saint Paul, MN (Remote)  
    Duration  1 Months  
    Job Type   C2C,W2 
     Job Description    
~2+ years of analyzing, cleaning, and/or managing data in a records management system.   
~ Demonstrated organizational skills...&nbsp;",,oorwin.com,,https://jooble.org/jdp/-8538593351362706952,HighCloud Solutions,2025-04-09T15:04:20.6053251+00:00,-8538593351362706952,USA
Data Analyst,"Minneapolis, MN","We are looking for a high-performing <b>Data Analyst </b>to join our analytics practice. As an analyst, you will play an integral part of the team and work directly with our clients to provide best-in-class analytics solutions and data-driven insights. This role requires analytical...&nbsp;",,Centriam,,https://jooble.org/jdp/-582929668522827222,Centriam,2025-02-11T06:17:45.4170000,-582929668522827222,USA
Clinical Data Management Analyst,"Alameda, CA","&nbsp;...work for as well as the best place to work for diversity, working mothers, female executives, and scientists. 
 The Clinical <b>Data </b>Management <b>Analyst </b>will be an individual contributor that works under limited supervision and applies subject matter knowledge. Requires the...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/6172568777328780541,Abbott,2025-03-18T21:52:41.6300000,6172568777328780541,USA
Recruitment Data Analyst,"Rochester, NY","&nbsp;...We are seeking a highly motivated and detail-oriented Recruitment <b>Data Analyst </b>to join our Program Management division in Rochester, NY. This position is Hybrid and requires the candidate to be in office at least 3 days per week. This role is responsible for supporting...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/-4653921481961642577,LaBella Associates,2025-04-03T11:18:38.8965270+00:00,-4653921481961642577,USA
Data Analyst - Senior,"Bethesda, MD","&nbsp;...Seeking an experienced, results oriented <b>Data </b>Scientist to join our team in the Bethesda, Maryland area. You will play a critical role in shaping our client's IT enterprise architecture. Your responsibilities will span multiple areas, including strategic planning, data...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/-5375517906398430755,Analytic Solutions Group,2025-04-03T11:17:36.0278770+00:00,-5375517906398430755,USA
Data Warehouse Analyst,"Tallahassee, FL","&nbsp;...Join Maverc Technologies, a leader in providing cybersecurity and IT services to top-tier clients, as a  <b>Data </b>Warehouse <b>Analyst </b> . Our dedicated team is committed to solving significant cyber and IT challenges while embodying our core values of being accountable, helpful...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/4366639306308057571,Maverc Technologies,2025-04-03T10:36:34.1243652+00:00,4366639306308057571,USA
Data Analyst,"Los Angeles, CA","&nbsp;...24 ADDY Winner         
 And numerous digital fashion releases on web3 platforms   

 Sawhorse Productions is looking for a  <b>Data Analyst </b> to join our Interactive Department and dive deep into game analytics and shape the future of interactive experiences. In this role...&nbsp;",,workable.com,Temporary,https://jooble.org/jdp/-8319490607204490117,Sawhorse Productions,2025-04-03T12:06:57.4725845+00:00,-8319490607204490117,USA
Data Analyst (TS/SCI required),"Reston, VA","&nbsp;...drive meaningful change, spark innovation, and achieve extraordinary milestones. 
 Kentro is hiring an experienced  Mid-Level <b>Data Analyst </b> to support our intel customer. The analyst will provide advanced data analytics and predictive strategic workforce planning via...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/-6611056114039290034,Kentro,2025-04-03T12:06:49.2686064+00:00,-6611056114039290034,USA
Data Analyst,California,"&nbsp;...We are looking for a talented <b>Data Analyst </b>to join one of our the most growing series A startup in the Bay Area. As a Data Analyst, you will be responsible for collecting, analyzing, and interpreting complex data sets to help drive informed business decisions. You will...&nbsp;",,supportfinity.com,,https://jooble.org/jdp/-5660869181485592120,SupportFinity,2025-03-27T20:23:42.3670000,-5660869181485592120,USA
Data Analyst,Remote,"&nbsp;...-edge innovation and solutions in three key areas: Research and <b>Data </b>Analysis, Advanced Data Science, and Strategic Services. Our current...&nbsp;&nbsp;...? In today's data-driven landscape, we're seeking a Data <b>Analyst </b>who can extract meaningful insights from complex datasets, enabling...&nbsp;",,swooped.co,,https://jooble.org/jdp/-238583511126993693,G2i Inc,2025-03-26T14:41:08.8570000,-238583511126993693,USA
SR DATA ANALYST,"Las Vegas, NV","&nbsp;..., Puerto Rico and the United Kingdom. 

 Job Description: 
 Responsible for the collection, analysis, formatting, and displaying <b>data </b>pertinent to the patient care processes. Provides technical and analytic support to the System Quality/Performance Improvement Department...&nbsp;",,uhs.com,,https://jooble.org/jdp/3562829956668900132,Valley Hospital Medical Center,2025-04-11T09:13:52.0141087+00:00,3562829956668900132,USA
Data Analyst,"Tampa, FL","We are looking for a <b>Data Analyst </b>at Bay Shore Cleaning & Restoration that can analyze business data to guide decisions across departments, identify trends, optimize processes, and provide insights that drive growth and improve efficiency and customer satisfaction.At Bay...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/1750412009621338730,Bay Shore Cleaning & Restoration,2025-04-11T13:04:24.4600388+00:00,1750412009621338730,USA
Data Analysts US and Canada Only.,"Decatur, GA","As a <b>Data Analyst,</b> you will be responsible for collecting, processing, and analyzing data to help guide business decisions. You will work with various teams to understand business needs and provide data-driven insights. The ideal candidate will have strong analytical skills...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/-2244035553896446813,Amaz Technologies,2025-04-11T13:05:05.7544346+00:00,-2244035553896446813,USA
Online Data Analyst - Australia,"Las Vegas, NV","TELUS International AI-<b>Data </b>Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine...&nbsp;&nbsp;...Get.It 
 We are hiring freelance English speaking Online Data <b>Analyst </b>for a project aimed at improving the content and quality of digital...&nbsp;",,get.it,Part-time,https://jooble.org/jdp/-5133322161862169451,TELUS International AI Inc.,2025-04-11T13:03:25.9930361+00:00,-5133322161862169451,USA
Data analyst,"Los Angeles County, CA","&nbsp;...Razor One LLC is a rapidly growing company committed to delivering <b>data-</b>driven solutions and innovative strategies in [industry name]....&nbsp;&nbsp;..., we are seeking a highly analytical and detail-oriented Data <b>Analyst </b>to join our team and play a pivotal role in transforming raw data...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/-4463521167189498673,Razor One LLC,2025-04-11T13:03:10.6406095+00:00,-4463521167189498673,USA
IT Data Analyst,"Columbus, OH",The IT System Support <b>Analyst </b>is essential to promoting <b>data-</b>driven decision-making and guaranteeing our IT infrastructure runs well. The professional will work with systems administrators and CIT solutions to create and execute all-inclusive IT and data solutions.The...&nbsp;,,jazzhr.com,Full-time,https://jooble.org/jdp/8716051996706159716,FSTONE Technologies,2025-03-12T00:00:00.0000000,8716051996706159716,USA
Sr Data Analyst,"Santa Monica, CA","&nbsp;...Job Summary: 
 ABOUT THE ROLE 
 The  Direct to Consumer  <b>Data </b>& Analytics organization is seeking a Senior Decision <b>Analyst </b>who will be an exceptional addition to our Strategic Forecasting & Decision Analytics team. As Sr. Decision Analyst, you will join our team that...&nbsp;",,jobs.disneycareers.com,,https://jooble.org/jdp/-1711127776089706813,Disney Direct to Consumer,2025-03-31T00:00:00.0000000,-1711127776089706813,USA
"Data Analyst, Subscriber Growth","Boston, MA","America’s Test Kitchen (ATK) is seeking a <b>Data Analyst,</b> Subscriber Growth to join our team. This role will focus on driving data accuracy and insights for subscription performance through robust attribution modeling and analysis. The ideal candidate has a deep understanding...&nbsp;",,Americas Test Kitchen,,https://jooble.org/jdp/4488836462990850061,Americas Test Kitchen,2025-04-11T20:46:11.1100000,4488836462990850061,USA
School data analyst data analyst - internal,"Austin, TX","&nbsp;...applicants will not be considered. 
 Position Overview:  Research, <b>data,</b> and analytical support are crucial for statewide programs...&nbsp;&nbsp;...assessment, and instructional training and effectiveness. The Data <b>Analyst </b>is responsible for conducting qualitative and quantitative...&nbsp;",,jobs.institutedata.com,Full-time,https://jooble.org/jdp/4651526278297387790,Texas Comptroller of Public Accounts,2025-04-13T05:04:13.7037098+00:00,4651526278297387790,USA
Data Analyst,"Chantilly, Loudoun County, VA","&nbsp;...both service excellence and employee wellbeing.  
  Job Description 


 The Red Gate Group is seeking a skilled and driven  <b>Data Analyst </b> to support the United States Air Force (USAF). In this critical role, you will play a key part in developing and maintaining robust...&nbsp;",,smartrecruiters.com,Full-time,https://jooble.org/jdp/-2631805696716376340,Red Gate Group,2025-04-08T00:00:00.0000000,-2631805696716376340,USA
Data Analyst,"Redmond, WA","&nbsp;...Job Title: <b>Data Analyst </b> 
  Job Location: Redmond, WA [Onsite] 
  Duration: Long-Term  
 
  About WCT:  
  WaferWire Technology Solutions (WCT) specializes in delivering comprehensive Cloud, Data and AI solutions through Microsoft's technology stack. Our services...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-7404791508793850557,WaferWire Cloud Technologies,2025-04-14T00:00:00.0000000,-7404791508793850557,USA
"*hybrid* (TX) Data Profiler/Analyst, to 225k - TS","San Antonio, TX","&nbsp;...small business established in 2015 in Columbia, MD. They specialize in cyber security operations and engineering, software development, <b>data </b>science and analytic development, security engineering, risk management, and cloud migration. This client offers extremely...&nbsp;",,catsone.com,,https://jooble.org/jdp/1718702617793096836,stanleyreid,2025-04-14T00:00:00.0000000,1718702617793096836,USA
Data Analyst,"Basking Ridge, NJ","&nbsp;...Title: <b>Data Analyst </b>– IT - III 
 Location  : Basking Ridge, NJ – Only local candidates. 
 Duration: 12 Months – Contract 
 Overview: 
 We are seeking a Data & Analytics Analyst to support data-driven decision-making across our organization. This role focuses on data...&nbsp;",,jazzhr.com,Temporary,https://jooble.org/jdp/4964858692931637208,Inabia Software & Consulting Inc.,2025-04-14T10:26:24.0839681+00:00,4964858692931637208,USA
Data Analyst thru Data Analyst Senior- Asset Management,"Worth County, GA","&nbsp;...passionately to empower our customers’ modern lives through the safe, reliable and efficient delivery of electricity. 
 Summary 
 As a <b>Data Analyst </b>at Oncor, you will use data to acquire information about specific topics or business use cases within Oncor.  The position must...&nbsp;",,troopstoenergy.jobs,,https://jooble.org/jdp/-5097715969659040705,,2025-04-14T09:34:34.2765090+00:00,-5097715969659040705,USA
"Bioinformatics Data Analyst, Part-time - Heritage College of Osteopathic Medicine | Ohio University","Athens, OH","&nbsp;...Why Choose Ohio University? 
   
 About the Edison Biotechnology Institute 

 Position Summary: 
 The Bioinformatics <b>Data Analyst </b>will focus on supporting data analysis and project execution by performing basic sequencing data cleaning, pre-processing, and analysis...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/4492677278055121627,Ohio University,2025-03-21T08:43:32.2500000,4492677278055121627,USA
HC Data Analyst,"Bethesda, MD","&nbsp;...hard to promote the best interests of our clients, team, and community while delivering excellence through Information Management, <b>Data </b>Management, Data Analytics, Agile Software Development, Cyber Security, and Management Consulting Services.  Responsibilities: 
 Analyze...&nbsp;",,hiringthing.com,,https://jooble.org/jdp/-6203948403687296044,"KYM Advisors, Inc",2025-04-02T10:23:23.5445740+00:00,-6203948403687296044,USA
Data Analyst II | Rice University,"Houston, TX","&nbsp;...Institute for Urban Research (KIUR) aims to improve lives through <b>data,</b> research, engagement, and action. The institute is currently...&nbsp;&nbsp;...most pressing questions and challenges facing Houston.  The Data <b>Analyst </b>II participates in the design, planning, and implementation of research...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/-3078237047344629943,Rice University,2025-03-24T00:00:00.0000000,-3078237047344629943,USA
Health Data Analyst Senior/UKHC | University of Kentucky,"Lexington, KY","&nbsp;...will assign international classification of disease codes and/or  PCS  codes to all specialties of hospital inpatient visits; abstract <b>data </b>from the medical record and apply appropriate  ICD -10-CM,  ICD -10- PCS  codes for billing, reporting, research and regulatory...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/5558684091043441559,University of Kentucky,2025-03-19T00:00:00.0000000,5558684091043441559,USA
fMRI Data Analyst | University of Pennsylvania,"Philadelphia, PA","&nbsp;...fMRI <b>Data Analyst </b>
 University Overview 
 The University of Pennsylvania, the largest private employer in Philadelphia, is a world-renowned leader in education, research, and innovation. This historic, Ivy League school consistently ranks among the top 10 universities...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/-3654268999732064881,University of Pennsylvania,2025-03-30T00:00:00.0000000,-3654268999732064881,USA
Data Analyst - Medical Imaging Sciences | Memorial Sloan-Kettering Cancer Center,"New York, NY","&nbsp;...our mission at MSK and around the globe. 
 Job Description 
 Exciting Opportunity at MSK: 
 We are seeking a Imaging Sciences <b>Data Analyst </b>to join the Advanced Computing and Oncology Laboratory in the Department of Radiation Oncology at Memorial Sloan Kettering...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/-1095757125674153202,Memorial Sloan-Kettering Cancer Center,2025-03-25T00:00:00.0000000,-1095757125674153202,USA
