title,location,snippet,salary,source,type,link,company,updated,id
Electrical Engineer,Canada," Electrical Engineer 
 
 JOB-10043567
 
 Anticipated Start Date 
04/14/2025
 
 Location 
 Houston, TX 
 
 Type of Employment 
 Direct Hire 
 
 Employer Info 
 Our client is one of the world’s leading engineering and technology service providers. With operations...",,hppstaffing.com,Full-time,https://jooble.org/jdp/-6096189404574666549,Dynamics ATS,2025-03-26T00:00:00.0000000,-6096189404574666549
Electrical Systems Engineer,Canada,"&nbsp;...experience with an electronic Cable Management System, such as the SETROUTE program, and be able to input and complete corrections to the <b>data </b>base. 
 Must be able to effectively communicate and work well with others and within a team. 
 Must be able to work well with...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-504402094687073834,Dynamics ATS,2025-03-26T00:00:00.0000000,-504402094687073834
Environmental Engineer III,Canada," Environmental Engineer III 
 
 JOB-10043353
 
 Anticipated Start Date 
4/14/2025 
 Location 
 Mont Belvieu, TX 
 
 Type of Employment 
 Contract Hire 
 
 Employer Info 
 Our client is an American natural gas and crude oil pipeline company with headquarters...",,hppstaffing.com,Full-time,https://jooble.org/jdp/1053427248762680135,Dynamics ATS,2025-03-31T00:00:00.0000000,1053427248762680135
Electrical Engineer VI,Canada,"&nbsp;...research and develops recommendations for equipment and/or materials selection. 
 Oversees collection, assimilation, and management of <b>data </b>for engineering work. 
 Prepares complex engineering calculations following standard methods and principles. 
 Manages assigned...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-2594437481285448734,Dynamics ATS,2025-04-07T11:33:21.8234415+00:00,-2594437481285448734
Embedded Senior Test Engineer,Canada," Position: Embedded Senior Test Engineer  
  Location: Mississauga, Ontario (onsite) 
  Mode of Hire: Contract  
  Primary Skills:  
  Software Unit, Integration and System Testing  
 
  Job Description  
  
 Degree in Electronics, Software, Computer Science or ...",,ceipal.com,,https://jooble.org/jdp/-7252499078706656559,VDart Inc,2025-04-07T12:51:55.4300000,-7252499078706656559
Sr. System Engineer - On Site,Canada," Syzygy is rapidly growing, and we need YOU to join our world-class team today!
 Syzygy is a technology company dedicated to delivering solutions that solve the toughest information awareness challenges for those in harm’s way!
 Our mission  is to lead the development...",,jazzhr.com,Full-time,https://jooble.org/jdp/-5020841000021944758,Syzygy Integration,2025-04-01T00:00:00.0000000,-5020841000021944758
Electrical Engineer,Canada,"&nbsp;...new trends. 
 Develops reports, diagrams, correspondence, procedures, specifications and technical calculations. Prepares technical <b>data </b>and papers for sales personnel, customers and publications using good internal presentation and report writing skills. 
 Supports...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/8900776136352757775,Dynamics ATS,2025-04-10T00:00:00.0000000,8900776136352757775
Senior Installation Engineer,Canada,"
 Job Title: Senior Installation Engineer 
 Location: Downtown Toronto 
 Hybrid: currently policy is 3 days onsite (this may change anytime based on project requirements)


 Our company is looking for an enthusiastic, self-motivated Senior Installation Engineer who...",,jobs.acarasolutions.com,Full-time,https://jooble.org/jdp/8125194660688887263,Acara Solutions,2025-01-16T13:42:27.6130000,8125194660688887263
Electrical Designer,Canada,"&nbsp;...experience includes, but is not limited to, drawings for electrical systems and equipment on nuclear or industrial process facilities, <b>data </b>centers, central utility plants, or complex building electrical systems. 
~ Hands-on experience using Revit MEP, including...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-5087645707133441834,Dynamics ATS,2025-04-08T00:00:00.0000000,-5087645707133441834
Electrical Engineer,Canada,"&nbsp;...in the principles and practices of engineering NEC, ANSI, IEEE 
~ Knowledge of appropriate software {MS Office, Teams, AutoCAD) and <b>data </b>analysis 
~ Ability to communicate effectively, both verbally and in writing to a diversely educated audience. 
~ Ability to...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-7582165779225308436,Dynamics ATS,2025-04-03T00:00:00.0000000,-7582165779225308436
AltaGas - Facility Maintenance Mechanic,Canada," Job Description 
 AltaGas - Mechanic Technician 
 Are you a seasoned facility maintenance expert with a knack for developing and leading teams? The AltaGas Harmattan facility has an immediate need for a dynamic Mechanic who excels in troubleshooting complex problems ...",,troopstoenergy.jobs,,https://jooble.org/jdp/1098131813494759471,,2025-04-13T04:40:15.5189418+00:00,1098131813494759471
Junior CAD/Drafting Technologist,Canada," ROLE 
 SMJV is recruiting for a competent, enthusiastic, and dynamic Junior CAD/Drafting Technologist to support ongoing energy infrastructure construction projects across North America. This role reports to both the Digital Design Lead, as well as project-based engineering...",,tamrecruiting.com,Full-time,https://jooble.org/jdp/-2227970864459588284,Surerus Murphy Joint Venture,2025-04-15T00:00:00.0000000,-2227970864459588284
Track Maintenance Engineer,Canada,"&nbsp;...incidents. 
 Utilise existing business tools to determine the appropriate corrective actions following an event. 
 Support Analysis of <b>data </b>from system downloads to determine the appropriate corrective actions following an event. 
 Review the Track defect position to...&nbsp;",,jobs.acarasolutions.com,Temporary,https://jooble.org/jdp/-7118954579495709203,Acara Solutions,2025-03-21T10:55:57.6800000,-7118954579495709203
Maintenance Mechanic,Canada," Maintenance Mechanic 
 
 JOB-10043801
 
 Anticipated Start Date 
 April 28, 2025
 
 Location 
 Houston, TX 
 
 Type of Employment 
 Contract-to-Hire 
 
 Employer Info 
 Our client is a manufacturer specializing in subsea pipeline components and forged products...",,hppstaffing.com,Full-time,https://jooble.org/jdp/8178703759504971107,Dynamics ATS,2025-04-14T00:00:00.0000000,8178703759504971107
Mechanical Engineer V,Canada,"&nbsp;...requirements.  Projects supported by the group are primarily Power Plants, Oil and Gas processing facilities, Water Treatment Plants and <b>Data </b>Center facilities. 
 
 Job Description 
 Understand and apply state and local codes and standards. (i.e.: IBC, IFC, NFPA, etc.…)...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-7785050028003698638,Dynamics ATS,2025-04-03T00:00:00.0000000,-7785050028003698638
"Project Engineer, Senior",Canada," Responsibilities for this Position 

 Location:  31 Millbrook Ave, Dartmouth, NS B2V 2W4, Canada 
 Employment Type:  Fulltime-Regular 


 Company Description 
 At General Dynamics Mission SystemsCanada, our focus extends beyond engineering technology solutionswe...",,gd.com,Full-time,https://jooble.org/jdp/6270802877439057282,GD Mission Systems,2025-04-03T17:23:53.1592238+00:00,6270802877439057282
Electrical Engineer,Canada," Position: Electrical Engineer 
 Location: Calgary, AB 
 Pay + Benefit 
 Industry: Mining 
   Job Description  
  The Lead Electrical Engineer is a key member of the engineering team providing technical oversight and general project support to Minerals & Mining projects...",,ceipal.com,,https://jooble.org/jdp/-6448411942841222262,Tech Tammina LLC,2025-04-14T00:00:00.0000000,-6448411942841222262
CC280 Senior System Engineer,Canada,"Job Title: Senior System engineer
Full time direct hire position
3 week vacation to start, RRSP, insurance, sick days and more!
Rail industry
Salary : 165k
Location: Toronto, ON
Area Code: 416, 647, 905
Hybrid position- MINIMUM 3 days in office!
Postal Code: M5H...",,belcanjobs.com,,https://jooble.org/jdp/-47783774069064500,Belcan,2025-02-28T10:44:01.8730000,-47783774069064500
Real Estate Agent Listing Specialist,Canada,"&nbsp;...specializing in scheduling and confirming appointments via phone
• Proficient in utilizing real estate CRM systems to maintain client <b>data </b>securely and in an organized manner
• Experienced in conducting thorough market research and demonstrating a profound understanding...&nbsp;",,wizehire.com,,https://jooble.org/jdp/-6099115426187909733,Keller Williams Real Estate Associates,2025-04-11T22:35:35.6930000,-6099115426187909733
Azure Data Engineer,Canada,"&nbsp;...Role - Azure <b>data </b>Engineer  
  Location - Calgary  
  Hybrid position  
   Technical/Functional Skills: 
 Azure Databricks (2+ years hands-on experience). 
 Azure Data Factory, Python/PySpark, SQL. 
 ETL tool experience (Informatica, SSIS, ODI, DataStage). 
 Basic...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-6730858338934238405,Atlantis IT group,2025-04-07T00:00:00.0000000,-6730858338934238405
Horticulturist,Canada,"Horticulturist for a plant nursery



Do you enjoy working outside in nature and helping people find the right plants for their projects? We are looking for part-time or full-time people who enjoy providing excellent customer service and sharing their knowledge of the...",,wizehire.com,,https://jooble.org/jdp/-1721320087359843326,Down to Earth Gardens and Nursery,2025-03-21T00:00:00.0000000,-1721320087359843326
Digital Marketing Specialist,Canada,"&nbsp;...ability to interpret marketing metrics. 

 Nice-to-Have: 
 Experience with website management and CMS platforms. 
 Familiarity with <b>data </b>analytics tools (Google Analytics, SEMRUSH). 
 Prior experience in the technology or consulting industry. 
 What We Offer:...&nbsp;",,catsone.com,,https://jooble.org/jdp/-7704563185596719491,Newfound Recruiting,2025-04-11T13:32:33.7700000,-7704563185596719491
Field Service Engineer / Medical Technology,Canada,"&nbsp;...Notice files, Field Change Notices, technical reports, service bulletins, historical account information, etc...). Put all relevant <b>data </b>in the service management systems in order to guarantee optimal operational efficiency and to deliver the necessary information for...&nbsp;",$45k - $70k,precisionmachining.jobs,Full-time,https://jooble.org/jdp/-2837432851575477352,Precisionmachining.jobs,2025-02-04T12:54:25.5532411+00:00,-2837432851575477352
Structural Engineer,Canada," Structural Engineer 
 
 JOB-10043655
 
 Anticipated Start Date 
03/24/2025
 
 Location 
 Kennedy Space Center, FL 
 
 Type of Employment 
 Contract-to-Hire 
 
 Employer Info 
 Client is a global leader in subsea, onshore/offshore and surface projects, providing...",,hppstaffing.com,Full-time,https://jooble.org/jdp/-2810540284286443673,Dynamics ATS,2025-03-26T00:00:00.0000000,-2810540284286443673
Lead System Engineer,Canada,"&nbsp;...Participate to the System definition and the system sizing including gathering the Track, Power supply, Signaling and Rolling stock <b>data </b>required for this activity and support the performance optimization 
 Analyze the Requirment and development  to ensure the implementation...&nbsp;",,jobs.acarasolutions.com,Temporary,https://jooble.org/jdp/-336108195680627058,Acara Solutions,2025-01-15T18:04:10.3170000,-336108195680627058
Senior Offshore Process Safety Engineer,Canada," Senior Offshore Process Safety Engineer 
 
 JOB-10043580
 
 Anticipated Start Date 
04/14/2025
 
 Location 
 Houston, TX 
 
 Type of Employment 
 Contract-to-Hire 
 
 Employer Info 
 Our client is a global provider of differentiated professional services ...",,hppstaffing.com,Full-time,https://jooble.org/jdp/6645941400723258278,Dynamics ATS,2025-03-26T00:00:00.0000000,6645941400723258278
MRI Field Service Engineer,Canada," MRI Field Service Engineer 
 Location: Anywhere on the West Coast, US 
 Our client is a pioneering leader in MR-guided, noninvasive treatment solutions in neurosurgery among other clinical areas. This is an exceptional opportunity to join this exceptional company.  This...",,chronosconsulting.com,Full-time,https://jooble.org/jdp/-9050274337201404729,Chronos Consulting,2024-12-12T06:07:06.8900000,-9050274337201404729
Toolmaker,Canada," Toolmaker 
 
 JOB-10041581
 
 Anticipated Start Date 
 April 21 , 2025
 
 Location 
 Lester Prairie, MN 
 
 Type of Employment 
 Contract to Hire 
 
 Employer Info 
 Our client started in 1957, with two engineers and an idea for wallpaper. Their proven history...",,hppstaffing.com,Full-time,https://jooble.org/jdp/-8282027173914861362,Dynamics ATS,2025-04-04T00:00:00.0000000,-8282027173914861362
Marine Systems Engineer (Remote),Canada,"&nbsp;...requirements management, and verification. 
 Proven experience with complex systems containing electrical, mechanical, software, and <b>data/</b>networking interfaces. 
 Experience with Requirements Management tools. 
 Familiarity with military standards is an asset....&nbsp;",,catsone.com,,https://jooble.org/jdp/6402189940596797148,Aversan,2025-03-31T00:00:00.0000000,6402189940596797148
"Electrical Engineer / Electrician - On sites - Oxfordshire - £40,000 - £48,000 plus van",Canada,"More Information

Role Description
This is a full-time on-site role for an Electrician. The Electrician will be responsible for installing, maintaining, and repairing electrical wiring, equipment, and fixtures. They will also inspect electrical components, identify electrical...",,Team Recruitment Ltd,Full-time,https://jooble.org/jdp/-8852556219263767335,Team Recruitment Ltd,2025-01-15T00:00:00.0000000,-8852556219263767335
Construction Project Engineer,Canada,"


We are currently seeking Assistant Project Managers and Project Engineers for our commercial construction team out of Asheville, NC. The ideal candidate will have a positive attitude, self-motivated, competitive, and have a strong work-ethic.
Responsibilities
~Assist...",,Genuine Search Group,Full-time,https://jooble.org/jdp/-5410138315949386798,Genuine Search Group,2025-03-21T18:19:43.7213305+00:00,-5410138315949386798
Manufacturing Engineer,Canada," Manufacturing Engineer 
 
 JOB-10043663
 
 Anticipated Start Date 
 March 10, 2025
 
 Location 
 Santa Ana, CA 
 
 Type of Employment 
 Contract to Hire 
 
 Employer Info 
 A world leader in gases, technologies and services for Industry and Health, this company...",,hppstaffing.com,Full-time,https://jooble.org/jdp/1587864230176899798,Dynamics ATS,2025-03-03T12:18:33.0524701+00:00,1587864230176899798
Building Engineer,Canada,"Additional Information
Pay: $21.94/hour, Full Benefits, Downtown Hotel with Free Parking 
Job Number 24177797 
Job Category
Engineering & Facilities 
Location
San Antonio Marriott Rivercenter on the River Walk, 101 Bowie Street, San Antonio, Texas, United States
VIEW ON...",,marriott.com,Full-time,https://jooble.org/jdp/-7516433365731133929,,2024-10-11T00:00:00.0000000,-7516433365731133929
Pipe Stress Engineer,Canada,"&nbsp;...Develops plans for sharing resources among competing projects, including management of subcontractors. 
 Able to extract of engineering <b>data </b>from CAD drawings as well as computer models. 
 Able to complete different assignments like drawings, parameters, and varied...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/9205982505138789251,Dynamics ATS,2025-04-10T00:00:00.0000000,9205982505138789251
"Project Engineer, System Engineering",Canada,"&nbsp;...has an opportunity for a Project Engineer, Systems Engineering <b>Analyst </b>in our Air & Naval division. In this role you will work with our...&nbsp;&nbsp;...Responsibilities include: 
 Manage databases, research and analyze <b>data,</b> perform technical assessments, recommend improvements, and...&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/4803047837557766283,GD Mission Systems,2025-04-14T16:35:26.9819209+00:00,4803047837557766283
Piping Stress Engineer,Canada,"&nbsp;...and coordinate with multiple engineering disciplines to meet project design requirements and effectively manage the internal flow of <b>data </b>and design changes 
~ Coordination with all stakeholders incl. Client, Vendor, Contractor etc. 
~ Visit the Site for short travel...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/9201047422454208398,Dynamics ATS,2025-04-15T00:00:00.0000000,9201047422454208398
"Team Lead, Civil Engineer",Canada,"The Opportunity ZE Power Engineering is an innovative industry leading company that provides engineering services to the electric utility industry. We are currently seeking an individual as a Team Lead, Civil Engineerand provide support tothe company. This is an excellent...",$120k,acquiretm.com,Full-time,https://jooble.org/jdp/3602705585991982439,ZE Power Engineering,2025-04-15T00:00:00.0000000,3602705585991982439
Manufacturing Engineer,Canada,"&nbsp;...investigations and implementation of corrective actions to resolve internal and external customer quality issues 
 Analyze process <b>data,</b> including costs, to identify and develop process improvement opportunities 
 Support kaizen events as a member of cross-functional...&nbsp;",,jobs.acarasolutions.com,Full-time,https://jooble.org/jdp/-2891425830603323379,Acara Solutions,2025-01-20T11:36:40.8170000,-2891425830603323379
Senior Electrical Engineer,Canada," Senior Electrical Engineer 
 
 JOB-10043640
 
 Anticipated Start Date 
04/21/2025
 
 Location 
 Houston, TX 
 
 Type of Employment 
 Direct Hire 
 
 Employer Info 
 An Engineering, Procurement, Survey, and Construction company. Born from decades of industry...",,hppstaffing.com,Full-time,https://jooble.org/jdp/4219719483351688411,Dynamics ATS,2025-04-08T00:00:00.0000000,4219719483351688411
Web Content Specialist,Canada," Web Content Specialist 
 
 JOB-10043824
 
 Anticipated Start Date 
 June 23, 2025
 
 Location 
 Taylor, TX 
 
 Type of Employment 
 Contract Hire 
 
 Employer Info 
 Our client is a membership-based, nonprofit corporation dedicated to ensuring the reliability...",,hppstaffing.com,Full-time,https://jooble.org/jdp/6356318855456098124,Dynamics ATS,2025-03-26T12:43:47.2665475+00:00,6356318855456098124
Information Security Risk Assessment Analyst,Canada,"&nbsp;...NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive...&nbsp;&nbsp;...are currently seeking a  Information Security Risk Assessment <b>Analyst </b> to join our team in Montreal, Quebec (CA-QC), Canada (CA)....&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/-7930735870995824577,"NTT DATA, Inc.",2025-03-19T00:00:00.0000000,-7930735870995824577
"FPGA, Hardware Engineering Developer",Canada," Responsibilities for this Position 

 Location:  1941 Robertson Rd, Nepean, ON K2H 5B7, Canada 
 Employment Type:  Fulltime-Regular 


 Company Description 
 At General Dynamics Mission SystemsCanada, our focus extends beyond engineering technology solutionswe are...",,gd.com,Full-time,https://jooble.org/jdp/5935488769898528130,GD Mission Systems,2025-04-10T17:29:24.1871389+00:00,5935488769898528130
Instrument/Control Engineer IV,Canada,"&nbsp;...engineering work or assignments. 
 Is responsible for one or more of the following: overseeing collection, assimilation, and management of <b>data </b>for engineering work; leading smaller production teams; and serving as the responsible charge for a project. 
 Project Coordination...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/8212613234206795512,Dynamics ATS,2025-04-03T00:00:00.0000000,8212613234206795512
Cement Engineering Technician - Electrical (Contract),Canada,"&nbsp;...Housekeeping and 5S 
 Contribute to sustainable operations and greenhouse gas reduction targets 
 Test and audit plant systems 
 Conduct <b>data </b>analysis and prepare written reports 
 Assist in the development of operational and maintenance procedures, ensure sufficient...&nbsp;",,jobs.oldcastle.com,,https://jooble.org/jdp/5635807630908874119,CRH Canada - Cement ON,2025-03-27T20:12:12.1170000,5635807630908874119
Senior Electrical Designer,Canada,"&nbsp;...and written communication skills. 
 Hands-on experience with SETROUTE program, and be able to input and complete corrections in the <b>data </b>base. 
 Familiar with all Engineering Department Procedures (EDPs) and their application to projects. 
 Experience with Revit...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-6394678989174847558,Dynamics ATS,2025-03-26T00:00:00.0000000,-6394678989174847558
Electrical & Instrumentation Engineer,Canada,"&nbsp;...Description 
 Functions as a project lead for a small project or an area lead for larger projects. 
 Scope definition from receipt of basic <b>data </b>to Issue for Design process deliverables 
 Interface with the clients’ cross functional teams to define all operating requirements....&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/5969716431777882930,Dynamics ATS,2025-04-03T00:00:00.0000000,5969716431777882930
Piping Engineering Manager,Canada,"&nbsp;...actions. 
 Identifies training needs, implements development programs, and manages the training budget. 
 Analyzes situations and <b>data </b>to contribute to financial and growth goals. 
 Engages in high-level technical discussions with clients and subcontractors to resolve...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/7736077721181161398,Dynamics ATS,2025-04-10T00:00:00.0000000,7736077721181161398
Senior Structural Engineer II,Canada,"
 
 JOB-10041745
 
 Anticipated Start Date 
04/14/2025
 
 Location 
 Kennedy Space Center, FL 
 
 Type of Employment 
 Contract Hire 
 
 Employer Info 
 Our client is one of the most respected global engineering, construction, and project management companies...",,hppstaffing.com,Full-time,https://jooble.org/jdp/4332560687765018792,Dynamics ATS,2025-03-26T00:00:00.0000000,4332560687765018792
Lead Piping Engineer,Canada," Lead Piping Engineer 
 
 JOB-10043742
 
 Anticipated Start Date 
3/31/2025
 
 Location 
 Houston, TX 
 
 Type of Employment 
 Direct Hire 
 
 Employer Info 
 Our client is a leader in the development and supply of Single-Point Mooring (SPM) systems and is...",,hppstaffing.com,Full-time,https://jooble.org/jdp/295118886178223919,Dynamics ATS,2025-03-14T12:24:10.6581175+00:00,295118886178223919
Material Services Specialist,Canada," Material Services Specialist 
 
 JOB-10043405
 
 Anticipated Start Date 
 March 31, 2025
 
 Location 
 Newark, DE 
 
 Type of Employment 
 Contract Hire 
 
 Employer Info 
 Our client is one of the country’s most dynamic health care organizations, centered...",,hppstaffing.com,Full-time,https://jooble.org/jdp/-2627268708627619953,Dynamics ATS,2025-03-06T18:45:13.0271892+00:00,-2627268708627619953
Lead Instrumentation and Control Engineer,Canada," Lead Instrumentation and Control Engineer 
 
 JOB-10043525
 
 Anticipated Start Date 
04/28/2025
 
 Location 
 Edison, NJ 
 
 Type of Employment 
 Direct Hire 
 
 Employer Info 
 Our client is one of the world’s leading engineering and technology service ...",,hppstaffing.com,Full-time,https://jooble.org/jdp/175369033017168811,Dynamics ATS,2025-04-15T00:00:00.0000000,175369033017168811
Tech Lead (Staff Engineer),Canada,"&nbsp;...and scaling their existing systems.  Responsibilities: 
 Lead and mentor a team of backend and fullstack engineers, ensuring smooth <b>data </b>flows and optimal user experience. 
 Drive the resolution of critical system issues, particularly related to backend data flow....&nbsp;",,catsone.com,,https://jooble.org/jdp/772265217383851849,Syndesus,2025-04-02T17:29:35.5530000,772265217383851849
Senior Civil/Structural Engineer,Canada," Senior Civil/Structural Engineer 
 
 JOB-10043465
 
 Anticipated Start Date 
 April 21, 2025
 
 Location 
 Houston, TX 
 
 Type of Employment 
 Contract to Hire 
 
 Employer Info 
 A world leader in gases, technologies and services for Industry and Health...",,hppstaffing.com,Full-time,https://jooble.org/jdp/1745186653013585305,Dynamics ATS,2025-04-04T00:00:00.0000000,1745186653013585305
Mechanical Engineering Designer/Detailer,Canada," Job description 
 Qualifications: 
 Experience: Minimum of 10 years in mechanical design and detailing, specifically with store fixtures and POP displays. 
 Education: Degree or Diploma in Engineering or Design. 
 Software Proficiency: Deep knowledge of SolidWorks ...",,tamrecruiting.com,Full-time,https://jooble.org/jdp/-4993016415021940463,Viva Recruiters,2025-04-15T00:00:00.0000000,-4993016415021940463
"Automation and Control Engineer, Programable Logic Controller",Canada,"&nbsp;...(CoR), Factory Acceptance Tests (FAT), Site Acceptance Tests (SAT) and User Acceptance Tests (UAT)
 Analyze equipment performance <b>data </b>to help pinpoint the potential source of the flaw 
 Adjust existing energy storage units for electric vehicle charging applications...&nbsp;",,tamrecruiting.com,Full-time,https://jooble.org/jdp/-91889925710686113,Jule,2025-04-15T00:00:00.0000000,-91889925710686113
Systems Engineering Analyst,Canada,"&nbsp;...Join a community where your unique perspective propels innovation. 

 Job Description 
 We are looking for a Systems Engineering <b>Analyst </b>with broad system knowledge to join our team. This role involves requirements analysis, system architecture, integration testing,...&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/-3670596001404050331,GD Mission Systems,2025-03-18T19:12:10.4542669+00:00,-3670596001404050331
"System Engineering Analyst, Intermediate",Canada,"&nbsp;...perks to acknowledge your contributions to the organization. 

 Job Description 
 We are currently looking for a System Engineering <b>Analyst </b>to join our team working on the Canadian Armys tactical network. This platform is used within their vehicles and headquarters (HQ)...&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/-2662906941901673544,GD Mission Systems,2025-03-27T17:33:09.7185514+00:00,-2662906941901673544
Sales Operations Executive (Data Analyst),Canada,"&nbsp;...sales performance and provide insight.


Key Requirements:
~At least 6 months of experience in Sales Operations, Sales Support, or <b>Data </b>Analysis roles;
~Experience working in retail, logistics, e-commerce, or FMCG industries is a plus;
~Proficient in Microsoft Excel...&nbsp;",,Ninja Van,Full-time,https://jooble.org/jdp/-1049086745516810828,Ninja Van,2025-04-15T13:29:32.7386070+00:00,-1049086745516810828
Senior Project Engineering Manager,Canada," About Us !
As part of the largest baking company in the world, Bimbo Canada is a leading producer and distributor of packaged fresh bread, bakery products and snacks. We produce and distribute more than 1,000 products across 18 brands Canadians know and trust, like Dempster...",,catsone.com,,https://jooble.org/jdp/-4346819805130562527,Bimbo Canada,2025-04-01T17:17:26.2730000,-4346819805130562527
Field Instrument/Mechanical Engineer,Canada,"&nbsp;...requirements. 
 Customization of the Specification templates, Loop drawings templates and Hook-up Templates 
 Adequate familiarity of <b>Data </b>and Document management, EDMS/EDW systems and Data/Document Flow into EDMS/EDW, Data/Document downloading and uploading. 
 Ability...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-1976942291154491431,Dynamics ATS,2025-04-03T00:00:00.0000000,-1976942291154491431
Power Systems Network Modeling Engineer,Canada,"&nbsp;...operational, steady-state, geomagnetic disturbance, and generation models while collaborating with various working groups to manage model <b>data </b>exchange and transmission network model maintenance. 
 
 Job Description 
 Develop operations models from the Network Model...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/1573297429328826204,Dynamics ATS,2025-04-08T00:00:00.0000000,1573297429328826204
"GCP Cloud Managed Services (CMS) Engineer, Deloitte Global Technology",Canada," Job Type:  Permanent  
 Work Model:  Remote  
 Reference code: 127842 
 Primary Location:  Toronto, ON  
 All Available Locations:  Toronto, ON; Calgary, AB; Vancouver, BC 
 
 Our Purpose 
 
 At Deloitte, our Purpose is to make an impact that matters. We exist ...",,successfactors.com,,https://jooble.org/jdp/-8814982140568825926,Deloitte,2025-04-13T02:46:33.5600000,-8814982140568825926
Robotics Field Operations Technician (part-time),Canada," At Serve Robotics, we’re reimagining how things move in cities. Our personable sidewalk robot is our vision for the future. It’s designed to take deliveries away from congested streets, make deliveries available to more people, and benefit local businesses. 
 The Serve...",$44k - $50k,swooped.co,,https://jooble.org/jdp/-114325534060495503,Serve Robotics,2025-03-07T00:00:00.0000000,-114325534060495503
"Social Media Manager/Content Creator - Newark, NJ",Canada,"Overview:
Our client is seeking a creative and results-driven Social Media Manager (with an emphasis on content creation) to grow their digital presence and drive sales for a new consumer kitchen electronics brand in the fitness/wellness space. Reporting to the Marketing...",$85k - $115k,Genuine Search Group,Full-time,https://jooble.org/jdp/-4533238017400470973,Genuine Search Group,2025-03-21T18:19:44.5658528+00:00,-4533238017400470973
Power BI Developer,Canada,"&nbsp;...with a focus on the Microsoft stack and integration of advanced <b>data </b>streams. 
 Responsibilities: 
 Lead the development and...&nbsp;&nbsp;...streams  such as  Event Hubs, Kafka, Databricks, and Azure Synapse <b>Analytics </b> . 
 Utilize Power BI and Tableau to create impactful and intuitive...&nbsp;",,catsone.com,,https://jooble.org/jdp/5406561191678089010,hireVouch,2025-04-10T00:00:00.0000000,5406561191678089010
Java Developer - Capital Markets,Canada,"&nbsp;...team of engineers. The hire will be responsible for maintaining our current our <b>data </b>pipelines and be a key contributor as we design the next generation of cloud native data and <b>analytics </b>platform. 
The ideal candidate is an experienced data pipeline builder and data...&nbsp;",,oorwin.com,,https://jooble.org/jdp/8756216659554726282,TechEra Global Inc,2025-04-11T18:32:53.0859967+00:00,8756216659554726282
AI Senior Software Engineer,Canada,"&nbsp;...Language Models (LLMs). Your work will focus on creating intelligent, <b>data-</b>driven products and services. This position offers a rare...&nbsp;&nbsp;...such as CRM, transaction management, marketing automation, and <b>analytics—</b>ensuring an exceptional user experience. 
 Leverage Vector...&nbsp;",,realtypostings.com,Full-time,https://jooble.org/jdp/-1236688511659576380,Robert Moreno,2025-03-19T00:00:00.0000000,-1236688511659576380
Java Full stack Developer,Canada,"&nbsp;...Pega BPM tool or any other Business Process Management tool awareness/experience  
  Distributed Caching  
  NOSQL-MONGO DB  
  Big <b>Data </b>technology experience - Hadoop, Apache Spark, Elastic Search  
  Experience with data management through vendor feeds  
  The...&nbsp;",,ceipal.com,,https://jooble.org/jdp/2615822484307597854,Sumeru Solutions,2025-04-10T12:44:12.5979404+00:00,2615822484307597854
Developer,Canada,"&nbsp;...Qualifications: 
- Strong understanding of NetSuite core modules (Financials, CRM, Inventory, etc.). 
- Highly experienced with <b>Data </b>Integration processes 
- Strong development skills for NetSuite scripting,  worlflows  and middleware development 
- Experience with...&nbsp;",,catsone.com,,https://jooble.org/jdp/7004741214002539643,Evlv,2025-01-16T00:00:00.0000000,7004741214002539643
"Sr. Cloud Architect (AWS, Cloud Scaling, on-premises to Cloud Migration, Continuous Delivery, Big Data, Apache, Web Logic, Jenkins) in Reston, VA",Canada,"Sr. Cloud Architect (AWS, Cloud Scaling, on-premises to Cloud Migration, Continuous Delivery, Big <b>Data,</b> Apache, Web Logic, Jenkins) in Reston, VA
Apache, AWS, Big Data, Cloud Migration, Cloud Technology Architecture, Continuous Delivery environment, Hadoop, Scrum, SOA...&nbsp;",,DBA Web Technologies,,https://jooble.org/jdp/5646028639178329568,DBA Web Technologies,2024-11-28T14:01:13.0230000,5646028639178329568
